본부 구분,팀 구분,근무형태,Opark 근무기호,팀 근무기호,실제 근무,법정 근로시간,연장 근로시간,소정 근로시간,비고,등록자,등록시간
전사,-,선택근무제,주,주,주,0,0.0,8.0,주간 근무,채수민 (SO관제팀),2021-06-23 23:20:59
전사,-,선택근무제,휴,휴,휴,0,0.0,8.0,"공휴일, 약정휴일",채수민 (SO관제팀),2021-06-23 23:37:11
SO,관제SO팀,교대근무자,공휴,공휴(숙),휴,0,0.0,0.0,공휴일 교대근무자(숙휴) 휴일,김법진 (관제SO팀),2024-01-14 08:10:25
SO,관제SO팀,교대근무자,공휴,공휴(야),휴,0,0.0,0.0,공휴일 교대근무자(야간) 휴일,김법진 (관제SO팀),2024-01-14 08:09:52
SO,관제SO팀,교대근무자,공휴,공휴(주),휴,0,0.0,0.0,공휴일 교대근무자(주간) 휴일,김법진 (관제SO팀),2024-01-14 08:08:58
SO,관제SO팀,교대근무자,비,숙대(비),숙(대체),0,0.0,0.0,비번패턴에 숙휴 대체근무,채수민 (SO관제팀),2021-06-28 18:25:22
SO,관제SO팀,교대근무자,비,야대(비),야(대체),8,5.5,0.0,비번패턴에 야간 대체근무,채수민 (SO관제팀),2021-06-23 23:50:32
SO,관제SO팀,교대근무자,비,주대(비),주(대체),8,0.0,0.0,비번패턴에 주간 대체근무,채수민 (SO관제팀),2021-06-23 23:42:13
SO,관제SO팀,교대근무자,비,주대(비)_국,주(대체),8,0.0,0.0,비번패턴에 주간 국데이터 업무 대체근무,김법진 (관제SO팀),2024-07-25 17:33:05
SO,관제SO팀,교대근무자,비,주대(비)-H,주(대체)-재택,8,0.0,0.0,비번패턴에 주간 대체 재택근무,채수민 (SO관제팀),2021-07-24 08:44:08
SO,관제SO팀,교대근무자,숙,경조휴(숙),휴,0,0.0,0.0,경조휴가,김법진 (SO관제팀),2023-10-31 08:09:29
SO,관제SO팀,교대근무자,숙,대휴(숙),대휴,0,0.0,0.0,숙휴패턴에 대체휴가,김법진 (관제SO팀),2023-12-29 16:33:38
SO,관제SO팀,교대근무자,숙,병가(숙),휴,0,0.0,0.0,병가,김법진 (SO관제팀),2023-10-31 08:06:55
SO,관제SO팀,교대근무자,숙,야대(숙)-1,야(대체)-1인,8,5.5,0.0,숙휴패턴에 야간 대체 1인근무,채수민 (SO관제팀),2022-03-15 13:11:49
SO,관제SO팀,교대근무자,숙,접종1(숙),휴,0,0.0,0.0,숙휴에 접종휴가1차,김희정 (SO관제팀),2021-08-06 08:19:36
SO,관제SO팀,교대근무자,숙,접종2(숙),휴,0,0.0,0.0,숙휴에 접종휴가2차,채수민 (SO관제팀),2021-08-07 17:44:23
SO,관제SO팀,교대근무자,숙,접종3(숙),휴,0,0.0,0.0,숙휴에 접종휴가3차,채수민 (SO관제팀),2021-12-13 23:34:39
SO,관제SO팀,교대근무자,숙,주대(숙),주,8,0.0,0.0,숙휴에 주간 대체근무,채수민 (SO관제팀),2021-11-26 07:55:46
SO,관제SO팀,교대근무자,숙,휴가(숙),휴,0,0.0,0.0,숙휴패턴에 휴가,채수민 (SO관제팀),2021-06-23 23:52:51
SO,관제SO팀,교대근무자,숙,휴경(숙),휴,0,0.0,0.0,숙휴패턴에 휴가,채수민 (SO관제팀),2021-07-02 07:35:18
SO,관제SO팀,교대근무자,야,경조휴(야),휴,0,0.0,0.0,경조휴가,김법진 (SO관제팀),2023-10-31 08:09:40
SO,관제SO팀,교대근무자,야,대휴(야),대휴,0,0.0,0.0,야간패턴에 대체휴가,김법진 (관제SO팀),2023-12-29 16:33:53
SO,관제SO팀,교대근무자,야,병가(야),휴,0,0.0,0.0,병가,김법진 (SO관제팀),2023-10-31 08:06:34
SO,관제SO팀,교대근무자,야,숙대(야),숙(대체),0,0.0,0.0,야간패턴에 숙휴 대체근무,채수민 (SO관제팀),2022-03-15 14:36:15
SO,관제SO팀,교대근무자,야,야-A,야,8,5.5,0.0,야간 A자리,채수민 (SO관제팀),2021-07-09 22:13:30
SO,관제SO팀,교대근무자,야,야-B,야,8,5.5,0.0,야간 B자리,채수민 (SO관제팀),2021-07-09 22:13:41
SO,관제SO팀,교대근무자,야,야-C,야,8,5.5,0.0,야간 C자리,채수민 (SO관제팀),2021-07-09 22:13:53
SO,관제SO팀,교대근무자,야,접종1(야),휴,0,0.0,0.0,야간근무에 접종1차 휴가,김희정 (SO관제팀),2021-08-06 08:13:20
SO,관제SO팀,교대근무자,야,접종2(야),휴,0,0.0,0.0,야간근무에 접종2차 휴가,김희정 (SO관제팀),2021-08-31 15:00:07
SO,관제SO팀,교대근무자,야,접종3(야),휴,0,0.0,0.0,야간근무에 접종3차 휴가,채수민 (SO관제팀),2021-12-13 23:34:18
SO,관제SO팀,교대근무자,야,주대(야),주,8,0.0,0.0,야근에 주간 대체근무,채수민 (SO관제팀),2021-11-26 07:56:06
SO,관제SO팀,교대근무자,야,주대(야)-H,주(대체),8,0.0,0.0,야간패턴에 주간 대체근무,채수민 (SO관제팀),2022-03-14 22:53:33
SO,관제SO팀,교대근무자,야,휴가(야),휴,0,0.0,0.0,야간패턴에 휴가,채수민 (SO관제팀),2021-06-23 23:52:34
SO,관제SO팀,교대근무자,야,휴경(야),휴,0,0.0,0.0,야간패턴에 휴가,채수민 (SO관제팀),2021-07-02 07:34:53
SO,관제SO팀,교대근무자,주,건반(주),휴,4,0.0,0.0,건강검진 후 반차,채수민 (SO관제팀),2021-07-09 21:47:52
SO,관제SO팀,교대근무자,주,경조휴(주),휴,0,0.0,0.0,경조휴가,김법진 (SO관제팀),2023-10-31 08:10:19
SO,관제SO팀,교대근무자,주,공가(주),휴,0,0.0,0.0,주간패턴에 공무휴가,김법진 (SO관제팀),2023-04-05 14:35:23
SO,관제SO팀,교대근무자,주,대휴(주),대휴,0,0.0,0.0,주간패턴에 대체휴가,김법진 (관제SO팀),2023-12-29 16:34:11
SO,관제SO팀,교대근무자,주,병가(주),휴,0,0.0,0.0,병가,김법진 (SO관제팀),2023-10-31 08:05:34
SO,관제SO팀,교대근무자,주,숙대(주),숙(대체),0,0.0,0.0,주간패턴에 숙휴 대체근무,채수민 (SO관제팀),2021-06-23 23:47:51
SO,관제SO팀,교대근무자,주,야대(주),야(대체),8,5.5,0.0,주간패턴에 야간 대체근무,채수민 (SO관제팀),2021-06-23 23:43:15
SO,관제SO팀,교대근무자,주,접종1(주),휴,0,0.0,0.0,주간근무에 접종1차 휴가,김희정 (SO관제팀),2021-08-06 08:11:32
SO,관제SO팀,교대근무자,주,접종2(주),휴,0,0.0,0.0,주간근무에 접종2차 휴가,채수민 (SO관제팀),2021-08-07 17:43:19
SO,관제SO팀,교대근무자,주,접종3(주),휴,0,0.0,0.0,주간근무에 접종3차 휴가,채수민 (SO관제팀),2021-12-13 23:34:04
SO,관제SO팀,교대근무자,주,주(교육),주,8,0.0,0.0,주간 교육,채수민 (SO관제팀),2022-04-18 07:49:27
SO,관제SO팀,교대근무자,주,주(국),주,8,0.0,0.0,주간 국데이터 업무,채수민 (SO관제팀),2023-02-23 08:03:56
SO,관제SO팀,교대근무자,주,주(국데_교),주,8,0.0,0.0,주간 국데이터 업무 교육,김법진 (SO관제팀),2023-12-05 08:16:19
SO,관제SO팀,교대근무자,주,주(심폐),주,8,0.0,0.0,중대재해 대응 훈련,채수민 (SO관제팀),2023-04-21 16:57:17
SO,관제SO팀,교대근무자,주,주-건,주,8,0.0,0.0,건강검진 후 주간근무,채수민 (SO관제팀),2021-07-09 21:48:53
SO,관제SO팀,교대근무자,주,주-A,주,8,0.0,0.0,주간 A자리,채수민 (SO관제팀),2021-07-09 22:14:50
SO,관제SO팀,교대근무자,주,주-B,주,8,0.0,0.0,주간 B자리,채수민 (SO관제팀),2021-07-09 22:15:26
SO,관제SO팀,교대근무자,주,주-C,주,8,0.0,0.0,주간 C자리,채수민 (SO관제팀),2021-07-09 22:15:45
SO,관제SO팀,교대근무자,주,주-D,주,8,0.0,0.0,주간 D자리,채수민 (SO관제팀),2021-07-09 22:15:58
SO,관제SO팀,교대근무자,주,주-E,주,8,0.0,0.0,주간 E자리,채수민 (SO관제팀),2021-07-09 22:16:14
SO,관제SO팀,교대근무자,주,주-F,주,8,0.0,0.0,주간 F자리,채수민 (SO관제팀),2022-06-01 16:48:31
SO,관제SO팀,교대근무자,주,주-H,주-재택,8,0.0,0.0,주간 재택근무,채수민 (SO관제팀),2021-06-30 13:38:16
SO,관제SO팀,교대근무자,주,파견,주-파견,8,0.0,0.0,파견,황휘순 (SO관제팀),2022-04-18 07:51:03
SO,관제SO팀,교대근무자,주,휴가(주),휴,0,0.0,0.0,주간패턴에 휴가,채수민 (SO관제팀),2021-06-23 23:49:20
SO,관제SO팀,교대근무자,주,휴경(주),휴,0,0.0,0.0,주간패턴에 휴가,채수민 (SO관제팀),2021-07-02 07:34:31
SO,관제SO팀,교대근무자,주,휴반(주),주,4,0.0,0.0,주간패턴에 반차,채수민 (SO관제팀),2021-06-29 06:19:09
SO,관제SO팀,교대근무자,주,EL,주,0,2.0,0.0,교대근무자 비번에 주간 EL,김희정 (SO관제팀),2021-11-10 11:06:56
SO,관제SO팀,선택근무제,비,숙대(비),숙(대체),0,0.0,0.0,비번패턴에 숙휴 대체근무,채수민 (SO관제팀),2021-06-28 18:25:37
SO,관제SO팀,선택근무제,비,야대(비),야(대체),0,13.5,0.0,비번패턴에 야간 대체근무,채수민 (SO관제팀),2021-06-24 00:00:20
SO,관제SO팀,선택근무제,비,야대(비)-1,야(대체)-1인,0,13.5,0.0,비번패턴에 야간 대체 1인근무,채수민 (SO관제팀),2021-07-01 21:47:27
SO,관제SO팀,선택근무제,비,주대(비),주(대체),0,8.0,0.0,비번패턴에 주간 대체근무,채수민 (SO관제팀),2021-06-23 23:58:34
SO,관제SO팀,선택근무제,비,주대(비)-H,주(대체)-재택,0,8.0,0.0,비번패턴에 주간 대체 재택근무,채수민 (SO관제팀),2021-07-24 08:43:02
SO,관제SO팀,선택근무제,야,야대(휴)-1,야(대체)-1인,0,0.0,13.5,야간 대체근무,채수민 (SO관제팀),2022-09-01 08:41:50
SO,관제SO팀,선택근무제,주,건반(주),휴,0,0.0,8.0,건강검진 후 반차,채수민 (SO관제팀),2021-07-09 21:47:26
SO,관제SO팀,선택근무제,주,경조휴(주),휴,0,0.0,0.0,경조휴가,김법진 (SO관제팀),2023-10-31 08:10:28
SO,관제SO팀,선택근무제,주,병가,휴,0,0.0,8.0,병가,김법진 (SO관제팀),2023-10-11 18:48:20
SO,관제SO팀,선택근무제,주,숙대(주),숙(대체),0,0.0,0.0,주간패턴에 숙휴 대체근무,채수민 (SO관제팀),2021-06-24 00:01:23
SO,관제SO팀,선택근무제,주,야(교육),야,0,0.0,13.5,신입 구성원 야간 근무 교육,윤성주 (관제SO팀),2025-01-16 12:29:01
SO,관제SO팀,선택근무제,주,야대(주),야(대체),0,0.0,13.5,주간패턴에 야간 대체근무,채수민 (SO관제팀),2021-06-24 00:10:29
SO,관제SO팀,선택근무제,주,접종1(주),휴,0,0.0,8.0,주간근무에 접종1차 휴가,김희정 (SO관제팀),2021-08-06 08:12:09
SO,관제SO팀,선택근무제,주,접종2(주),휴,0,0.0,8.0,주간근무에 접종2차휴가,김희정 (SO관제팀),2021-08-06 08:12:38
SO,관제SO팀,선택근무제,주,접종3(주),휴,0,0.0,8.0,주간근무에 접종3차 휴가,채수민 (SO관제팀),2021-12-24 21:12:55
SO,관제SO팀,선택근무제,주,조근,주,0,0.0,8.0,07시~16시,채수민 (SO관제팀),2022-05-23 08:47:33
SO,관제SO팀,선택근무제,주,주(+1),주,0,0.0,9.0,주간 9시간,채수민 (SO관제팀),2022-04-10 03:43:55
SO,관제SO팀,선택근무제,주,주(+1/2),주,0,0.0,8.5,주간 8.5시간,채수민 (SO관제팀),2022-04-10 03:44:27
SO,관제SO팀,선택근무제,주,주(-1),주,0,0.0,7.0,주간 7시간,채수민 (SO관제팀),2022-04-10 03:51:10
SO,관제SO팀,선택근무제,주,주(-1/2),주,0,0.0,7.5,주간 7.5시간,채수민 (SO관제팀),2022-04-10 03:51:28
SO,관제SO팀,선택근무제,주,주(교육),주,0,0.0,8.0,주간 교육,채수민 (SO관제팀),2022-03-18 07:12:29
SO,관제SO팀,선택근무제,주,주(국),주,0,0.0,8.0,주간 국데이터 업무,김법진 (SO관제팀),2023-02-23 08:00:44
SO,관제SO팀,선택근무제,주,주(국데_교),주,0,0.0,8.0,주간 국데이터 업무 교육,김법진 (SO관제팀),2023-12-05 08:17:33
SO,관제SO팀,선택근무제,주,주(심폐),주,0,0.0,8.0,중대재해 대응 훈련,채수민 (SO관제팀),2023-04-21 16:57:35
SO,관제SO팀,선택근무제,주,주-건,주,0,0.0,8.0,건강검진 후 주간근무,채수민 (SO관제팀),2021-07-09 21:48:27
SO,관제SO팀,선택근무제,주,주-A,주,0,0.0,8.0,주간 A자리,채수민 (SO관제팀),2021-07-09 22:16:33
SO,관제SO팀,선택근무제,주,주-B,주,0,0.0,8.0,주간 B자리,채수민 (SO관제팀),2021-07-09 22:16:48
SO,관제SO팀,선택근무제,주,주-C,주,0,0.0,8.0,주간 C자리,채수민 (SO관제팀),2021-07-09 22:16:57
SO,관제SO팀,선택근무제,주,주-C(As),주,0,0.0,8.0,주간 C자리 업무 지원,김법진 (관제SO팀),2025-01-05 10:06:14
SO,관제SO팀,선택근무제,주,주-E,주,0,0.0,8.0,주간 E자리,채수민 (SO관제팀),2021-07-09 22:17:17
SO,관제SO팀,선택근무제,주,주-F,주,0,0.0,8.0,선택근무자 주간 F자리 ,김희정 (SO관제팀),2021-07-29 08:31:45
SO,관제SO팀,선택근무제,주,주-H,주-재택,0,0.0,8.0,주간 재택근무,채수민 (SO관제팀),2021-06-30 13:37:45
SO,관제SO팀,선택근무제,주,파견,주-파견,0,0.0,8.0,파견,채수민 (SO관제팀),2022-02-16 07:59:44
SO,관제SO팀,선택근무제,주,휴가(주),휴,0,0.0,8.0,주간패턴에 휴가,채수민 (SO관제팀),2021-06-23 23:57:55
SO,관제SO팀,선택근무제,주,휴경(주),휴,0,0.0,8.0,주간패턴에 휴가,채수민 (SO관제팀),2021-07-02 07:35:38
SO,관제SO팀,선택근무제,주,휴반(주),주,0,0.0,8.0,주간패턴에 반차,채수민 (SO관제팀),2021-06-24 01:45:11
SO,관제SO팀,선택근무제,휴,숙대(휴),숙(대체),0,0.0,0.0,공휴일 패턴에 숙휴 대체근무,채수민 (SO관제팀),2021-08-08 03:39:24
SO,관제SO팀,선택근무제,휴,야대(휴),야(대체),0,0.0,13.5,공휴일 패턴에 야간 대체근무,채수민 (SO관제팀),2021-08-09 13:32:44
SO,관제SO팀,선택근무제,휴,주(센)대(휴),주(대체),0,0.0,8.0,공휴일 패턴에 주간 대체근무,채수민 (SO관제팀),2021-09-16 21:38:10
SO,관제SO팀,선택근무제,휴,주대(휴),주(대체),0,0.0,8.0,공휴일 패턴에 주간 대체근무,채수민 (SO관제팀),2021-08-09 13:31:51
