본부 구분,팀 구분,근무형태,Opark 근무기호,팀 근무기호,실제 근무,법정 근로시간,연장 근로시간,소정 근로시간,비고,등록자,등록시간
전사,-,선택근무제,주,주,주,0,0.0,8.0,주간 근무,채수민 (SO관제팀),2021-06-23 23:20:59
전사,-,선택근무제,휴,휴,휴,0,0.0,8.0,"공휴일, 약정휴일",채수민 (SO관제팀),2021-06-23 23:37:11
SO,보안SO팀,교대근무자,비,숙대(비),숙(대체),0,0.0,0.0,비번패턴에 숙휴 대체근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,비,야대(비),야(대체),8,5.5,0.0,비번패턴에 야간 대체근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,비,야대(비)-1,야(대체)-1인,8,5.5,0.0,비번패턴에 야간 대체 1인근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,비,주대(비),주(대체),8,0.0,0.0,비번패턴에 주간 대체근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,비,주대(비)-H,주(대체)-재택,4,0.0,0.0,휴일 자택 대기,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,비,주대(비)-S,주(대기)-재택,0,0.0,0.0,,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,비,출장(비),주-출장,8,0.0,0.0,출장,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,숙,접4(숙),휴,0,0.0,0.0,접종휴가 4차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,숙,휴가(숙),휴,0,0.0,0.0,숙휴패턴에 휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,숙,휴경(숙),휴,0,0.0,0.0,숙휴패턴에 휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,야,야-1,야-1인,8,5.5,0.0,분당국사 야간 1인 근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,야,접4(야),휴,0,0.0,0.0,접종휴가4차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,야,휴가(야),휴,0,0.0,0.0,야간패턴에 휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,야,휴경(야),휴,0,0.0,0.0,야간패턴에 휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,야,휴대(야),대휴,0,0.0,0.0,야간패턴에 대체휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,건반(주),휴,4,0.0,0.0,주간 건강검진 반차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,공가,휴,8,0.0,0.0,교대근무자 공가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,교육청(주),주,8,0.0,0.0,,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,병가(교),휴,8,0.0,0.0,병가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,숙대(주),숙(대체),0,0.0,0.0,주간패턴에 숙휴 대체근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,야대(주),야(대체),8,5.5,0.0,주간패턴에 야간 대체근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,야대(주)-1,야(대체)-1인,8,5.5,0.0,분당국사 주간패턴에 야간 대체 1인근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,접1(야),휴,0,0.0,0.0,접종휴가 1차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,접1(주),휴,0,0.0,0.0,접종휴가 1차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,접2(숙),휴,0,0.0,0.0,접종휴가 2차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,접2(야),휴,0,0.0,0.0,접종휴가 2차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,접2(주),휴,0,0.0,0.0,접종휴가 2차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,접3(주),휴,0,0.0,0.0,접종휴가 3차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,주-A,주,8,0.0,0.0,주간 스팸 근무,정지연 (보안SO팀),2024-06-17 15:53:59
SO,보안SO팀,교대근무자,주,주-B,주,8,0.0,0.0,주간 스미싱 근무,정지연 (보안SO팀),2024-06-17 15:54:27
SO,보안SO팀,교대근무자,주,주-H,주-재택,8,0.0,0.0,주간 재택근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,중근,주(대체),8,0.0,0.0,오전11시~오후8시,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,출장(주),주-출장,8,0.0,0.0,출장 주간근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,휴가(주),휴,0,0.0,0.0,주간패턴에 휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,휴경(주),휴,0,0.0,0.0,주간패턴에 휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,휴대(주),대휴,0,0.0,0.0,주간패턴에 대체휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,주,휴반(주),주,4,0.0,0.0,주간패턴에 반차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,휴,숙대(휴),숙(대체),0,0.0,0.0,야간 대체 근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,교대근무자,휴,야대(휴),야(대체),0,13.5,0.0,야간 대체 근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,비,숙대(비),숙(대체),0,0.0,0.0,비번패턴에 숙휴 대체근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,비,야대(비),야(대체),0,13.5,0.0,비번패턴에 야간 대체근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,비,야대(비)-1,야(대체)-1인,0,13.5,0.0,비번패턴에 야간 대체 1인근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,비,주대(비),주(대체),0,8.0,0.0,비번패턴에 주간 대체근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,비,주대(비)-H,주(대체)-재택,0,0.0,4.0,휴일 자택대기,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,비,주대(비)-S,주(대기)-재택,0,0.0,0.0,,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,야,야대(휴),야(대체),0,13.5,0.0,야간 대체 근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,야,야대(휴)-1,야(대체),0,13.5,0.0,야간 대체근무 1인근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,주,건반(주),휴,0,0.0,4.0,주간 건강건진 반차,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,주,공가,휴,0,0.0,8.0,선택근무제 공가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,주,교육청(주),주,0,0.0,8.0,,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,주,돌봄,휴,0,0.0,8.0,돌봄휴가,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,주,병가,휴,0,0.0,8.0,병가,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,숙대(주),숙(대체),0,0.0,0.0,주간패턴에 숙휴 대체근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,야대(주),야(대체),0,0.0,13.5,주간패턴에 야간 대체근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,야대(주)-1,야(대체)-1인,0,0.0,13.5,분당국사 주간패턴에 야간 대체 1인근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,접3,휴,0,0.0,8.0,접종휴가 3차,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,주(6),주,0,0.0,6.0,주간 2시간 단축근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,주(F),비,0,0.0,0.0,,정지연 (보안SO팀),2024-01-11 09:18:42
SO,보안SO팀,선택근무제,주,주-A,주,0,0.0,8.0,주간 스팸 근무,정지연 (보안SO팀),2024-06-17 15:51:54
SO,보안SO팀,선택근무제,주,주-B,주,0,0.0,8.0,주간 스미싱 근무,정지연 (보안SO팀),2024-06-17 15:53:18
SO,보안SO팀,선택근무제,주,중근,주,0,0.0,8.0,오전11시~오후8시,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,주,중근1,주-재택,0,0.0,8.0,오전6시~오후3시,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,중근2,주,0,0.0,8.0,오전11시~오후8시,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,출장(주),주-출장,0,0.0,8.0,출장 주간근무,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,주,휴가(주),휴,0,0.0,8.0,주간패턴에 휴가,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,휴경(주),휴,0,0.0,8.0,주간패턴에 휴가,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,휴경(주),휴,0,0.0,8.0,주간패턴에 휴가,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주,휴반(주),주,0,0.0,8.0,주간패턴에 반차,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,주+야,24시,주+야,0,21.5,0.0,24시간 근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,휴,숙대(휴),숙(대체),0,0.0,0.0,숙휴,ITOS 시스템,2023-12-28 23:28:18
SO,보안SO팀,선택근무제,휴,주대(휴),주(대체),0,0.0,8.0,휴무패턴에 주간 대체근무,ITOS 시스템,2023-12-28 23:28:19
SO,보안SO팀,선택근무제,휴,주대(휴)-H,주-재택,0,0.0,8.0,,ITOS 시스템,2023-12-28 23:28:18
